Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
12-10-19,2019,Prius,106043,2,Africa,Morocco,Dealership
12-10-19,2019,Aqua,36508,3,Africa,South Africa,Wholesale
13-10-19,2019,Land Cruiser,89538,3,Africa,Nigeria,Wholesale
13-10-19,2019,Hilux,46102,5,Africa,Kenya,Dealership
14-10-19,2019,Aqua,71573,1,Asia,China,Wholesale
14-10-19,2019,Corolla,107400,1,North America,United States,Dealership
15-10-19,2019,Hilux,41049,2,Europe,Spain,Wholesale
15-10-19,2019,Hilux,34866,4,Asia,South Korea,Wholesale
15-10-19,2019,Yaris,73461,5,Africa,Egypt,Wholesale
15-10-19,2019,Land Cruiser,59400,2,Asia,Japan,Dealership
15-10-19,2019,Prius,117526,3,Africa,Nigeria,Wholesale
16-10-19,2019,Corolla,86200,5,South America,Argentina,Wholesale
17-10-19,2019,Prius,35334,3,North America,Mexico,Wholesale
17-10-19,2019,Hilux,57492,2,North America,Mexico,Dealership
17-10-19,2019,Yaris,31924,1,Europe,Spain,Dealership
17-10-19,2019,Land Cruiser,94079,2,Africa,South Africa,Dealership
17-10-19,2019,Hilux,75474,5,North America,Canada,Dealership
18-10-19,2019,Aqua,65187,5,Asia,Thailand,Dealership
19-10-19,2019,Hilux,98275,4,Africa,Kenya,Wholesale
19-10-19,2019,Hilux,108996,1,Africa,South Africa,Wholesale
19-10-19,2019,Hilux,65744,5,Asia,India,Dealership
19-10-19,2019,Prius,56859,1,North America,United States,Dealership
20-10-19,2019,Aqua,41218,5,Europe,United Kingdom,Wholesale
20-10-19,2019,Hilux,100783,1,North America,United States,Wholesale
20-10-19,2019,Land Cruiser,106084,2,North America,Canada,Wholesale
20-10-19,2019,Corolla,102370,1,Asia,South Korea,Wholesale
21-10-19,2019,Corolla,106280,3,Europe,Germany,Dealership
21-10-19,2019,Aqua,83550,2,Africa,South Africa,Dealership
21-10-19,2019,Corolla,46150,5,Asia,Japan,Wholesale
21-10-19,2019,Hilux,73334,5,Asia,South Korea,Wholesale
21-10-19,2019,Aqua,31265,4,South America,Colombia,Wholesale
22-10-19,2019,Aqua,79040,3,South America,Argentina,Dealership
22-10-19,2019,Hilux,56885,4,North America,Canada,Wholesale
23-10-19,2019,Corolla,116364,2,North America,Canada,Wholesale
24-10-19,2019,Hilux,85421,4,North America,Canada,Wholesale
24-10-19,2019,Corolla,41356,2,Europe,United Kingdom,Wholesale
25-10-19,2019,Yaris,56866,4,Africa,Egypt,Dealership
25-10-19,2019,Hilux,90405,1,South America,Colombia,Wholesale
26-10-19,2019,Hilux,42128,2,Asia,China,Dealership
26-10-19,2019,Aqua,41862,2,Europe,Italy,Dealership
27-10-19,2019,Yaris,102940,1,Europe,France,Dealership
27-10-19,2019,Land Cruiser,45428,1,Europe,France,Wholesale
28-10-19,2019,Land Cruiser,66516,3,Europe,United Kingdom,Wholesale
28-10-19,2019,Aqua,93436,1,South America,Argentina,Wholesale
28-10-19,2019,Hilux,32353,4,Africa,Nigeria,Wholesale
29-10-19,2019,Aqua,49734,1,Africa,South Africa,Dealership
29-10-19,2019,Aqua,100270,1,Africa,Kenya,Wholesale
29-10-19,2019,Hilux,59968,2,South America,Chile,Wholesale
30-10-19,2019,Corolla,64486,2,North America,Mexico,Wholesale
30-10-19,2019,Aqua,79987,1,Asia,South Korea,Wholesale
31-10-19,2019,Land Cruiser,112176,3,North America,Canada,Wholesale
31-10-19,2019,Hilux,102868,2,Europe,Germany,Wholesale
31-10-19,2019,Hilux,97505,4,Asia,Japan,Wholesale
31-10-19,2019,Corolla,45133,4,Africa,Nigeria,Wholesale
01-11-19,2019,Prius,51882,1,South America,Colombia,Dealership
01-11-19,2019,Prius,118301,1,North America,United States,Wholesale
01-11-19,2019,Hilux,62696,3,Europe,Italy,Dealership
01-11-19,2019,Aqua,112537,1,Africa,South Africa,Wholesale
02-11-19,2019,Hilux,41774,5,North America,Canada,Wholesale
02-11-19,2019,Aqua,96506,5,Europe,France,Wholesale
03-11-19,2019,Prius,77976,1,Africa,Egypt,Wholesale
03-11-19,2019,Corolla,44242,5,North America,United States,Wholesale
03-11-19,2019,Aqua,45120,4,North America,Mexico,Dealership
03-11-19,2019,Aqua,118855,1,South America,Argentina,Wholesale
04-11-19,2019,Hilux,50264,4,North America,United States,Dealership
04-11-19,2019,Prius,68458,4,North America,United States,Dealership
04-11-19,2019,Prius,87194,5,Asia,South Korea,Dealership
04-11-19,2019,Corolla,77052,3,Africa,Kenya,Wholesale
04-11-19,2019,Corolla,92248,4,Asia,South Korea,Wholesale
04-11-19,2019,Hilux,96137,5,South America,Peru,Wholesale
04-11-19,2019,Corolla,108588,3,Europe,Spain,Wholesale
04-11-19,2019,Land Cruiser,108780,5,Asia,Japan,Dealership
04-11-19,2019,Hilux,91354,5,Europe,France,Dealership
05-11-19,2019,Prius,43369,1,Asia,India,Wholesale
05-11-19,2019,Aqua,115558,2,Africa,Morocco,Dealership
06-11-19,2019,Land Cruiser,93497,3,Europe,Spain,Wholesale
07-11-19,2019,Aqua,41569,5,Africa,Egypt,Dealership
07-11-19,2019,Hilux,84649,4,North America,Mexico,Dealership
09-11-19,2019,Land Cruiser,70584,4,North America,Canada,Dealership
09-11-19,2019,Hilux,86889,2,Asia,Thailand,Dealership
11-11-19,2019,Prius,33668,3,Asia,South Korea,Wholesale
11-11-19,2019,Aqua,52159,1,Asia,Japan,Dealership
11-11-19,2019,Prius,82919,3,Europe,France,Wholesale
12-11-19,2019,Land Cruiser,53937,4,North America,United States,Dealership
12-11-19,2019,Land Cruiser,94353,4,Africa,South Africa,Wholesale
13-11-19,2019,Corolla,39514,1,Europe,Spain,Wholesale
13-11-19,2019,Aqua,42850,1,Africa,Egypt,Wholesale
13-11-19,2019,Aqua,42094,4,North America,United States,Wholesale
14-11-19,2019,Corolla,50311,5,Africa,South Africa,Wholesale
14-11-19,2019,Aqua,59136,5,Africa,Morocco,Dealership
14-11-19,2019,Hilux,115263,1,South America,Colombia,Dealership
14-11-19,2019,Aqua,90734,5,Asia,India,Dealership
15-11-19,2019,Yaris,48565,1,Europe,Italy,Wholesale
15-11-19,2019,Aqua,106493,3,South America,Argentina,Dealership
15-11-19,2019,Aqua,88900,3,North America,Mexico,Dealership
16-11-19,2019,Aqua,57786,3,Africa,Egypt,Dealership
16-11-19,2019,Prius,55223,1,Africa,Nigeria,Wholesale
17-11-19,2019,Corolla,55390,1,Africa,Morocco,Dealership
17-11-19,2019,Yaris,60083,5,Europe,United Kingdom,Wholesale
20-11-19,2019,Aqua,103673,5,Africa,Morocco,Wholesale
20-11-19,2019,Prius,108890,5,North America,Canada,Wholesale
20-11-19,2019,Prius,90464,2,Asia,South Korea,Dealership
20-11-19,2019,Hilux,43805,1,Africa,South Africa,Wholesale
21-11-19,2019,Land Cruiser,119471,3,South America,Peru,Dealership
21-11-19,2019,Aqua,49749,3,Africa,Nigeria,Wholesale
21-11-19,2019,Corolla,74088,2,South America,Brazil,Wholesale
21-11-19,2019,Aqua,53612,2,Africa,Nigeria,Wholesale
22-11-19,2019,Aqua,113184,3,Africa,Nigeria,Dealership
23-11-19,2019,Hilux,95516,1,North America,Canada,Dealership
24-11-19,2019,Prius,109922,3,Africa,Egypt,Wholesale
25-11-19,2019,Aqua,48128,3,South America,Argentina,Dealership
25-11-19,2019,Hilux,102337,2,Africa,South Africa,Wholesale
25-11-19,2019,Yaris,93649,2,Europe,United Kingdom,Wholesale
25-11-19,2019,Yaris,73232,5,Asia,India,Dealership
26-11-19,2019,Corolla,73432,2,Europe,Spain,Wholesale
26-11-19,2019,Land Cruiser,104667,3,Asia,South Korea,Wholesale
26-11-19,2019,Corolla,61280,5,South America,Chile,Wholesale
26-11-19,2019,Hilux,36406,3,Africa,Kenya,Dealership
26-11-19,2019,Prius,117942,1,Asia,China,Wholesale
27-11-19,2019,Aqua,46640,1,North America,United States,Wholesale
27-11-19,2019,Hilux,31083,2,Asia,South Korea,Dealership
27-11-19,2019,Prius,118373,5,North America,United States,Dealership
27-11-19,2019,Aqua,65690,4,North America,Canada,Dealership
27-11-19,2019,Corolla,109837,1,South America,Colombia,Wholesale
28-11-19,2019,Corolla,58788,1,Africa,Egypt,Wholesale
28-11-19,2019,Hilux,48409,1,Africa,Nigeria,Wholesale
28-11-19,2019,Aqua,99903,1,Africa,Morocco,Dealership
28-11-19,2019,Prius,46099,2,Europe,Germany,Wholesale
29-11-19,2019,Corolla,56968,5,Asia,Thailand,Wholesale
29-11-19,2019,Aqua,117738,1,Asia,Japan,Wholesale
29-11-19,2019,Aqua,44959,2,North America,United States,Dealership
29-11-19,2019,Aqua,112351,5,Asia,China,Wholesale
30-11-19,2019,Aqua,102031,5,Europe,Germany,Wholesale
30-11-19,2019,Yaris,56082,4,Asia,Thailand,Wholesale
30-11-19,2019,Prius,56328,3,Africa,Nigeria,Wholesale
01-12-19,2019,Aqua,81315,1,South America,Peru,Wholesale
01-12-19,2019,Prius,38958,2,North America,United States,Wholesale
01-12-19,2019,Prius,115151,5,Asia,India,Dealership
02-12-19,2019,Yaris,69215,4,South America,Colombia,Dealership
05-12-19,2019,Corolla,102968,3,South America,Peru,Wholesale
05-12-19,2019,Prius,79289,5,North America,Mexico,Wholesale
06-12-19,2019,Prius,100030,5,Africa,Nigeria,Wholesale
06-12-19,2019,Hilux,88084,1,Asia,India,Wholesale
06-12-19,2019,Hilux,32407,3,Asia,Thailand,Dealership
07-12-19,2019,Prius,50193,3,Africa,Nigeria,Wholesale
08-12-19,2019,Aqua,102852,2,Europe,France,Wholesale
08-12-19,2019,Aqua,57027,4,South America,Peru,Wholesale
09-12-19,2019,Aqua,112865,2,Africa,Nigeria,Dealership
10-12-19,2019,Aqua,112684,4,Africa,Nigeria,Wholesale
10-12-19,2019,Land Cruiser,33894,2,Europe,Italy,Wholesale
10-12-19,2019,Aqua,33413,4,Asia,Thailand,Dealership
10-12-19,2019,Corolla,74391,1,Africa,Egypt,Wholesale
12-12-19,2019,Aqua,60982,4,South America,Argentina,Dealership
13-12-19,2019,Corolla,81560,2,Europe,United Kingdom,Wholesale
13-12-19,2019,Corolla,72397,3,Asia,India,Wholesale
14-12-19,2019,Corolla,102485,5,Africa,Egypt,Wholesale
14-12-19,2019,Corolla,104385,4,Europe,Germany,Wholesale
14-12-19,2019,Land Cruiser,43054,4,North America,United States,Wholesale
14-12-19,2019,Hilux,98676,3,Europe,Italy,Wholesale
15-12-19,2019,Aqua,97852,1,Africa,Nigeria,Wholesale
15-12-19,2019,Aqua,92420,2,Africa,Kenya,Dealership
16-12-19,2019,Aqua,67206,1,Asia,Thailand,Dealership
16-12-19,2019,Corolla,81224,4,Asia,Thailand,Wholesale
16-12-19,2019,Land Cruiser,56188,4,South America,Chile,Dealership
17-12-19,2019,Hilux,113162,1,Europe,United Kingdom,Wholesale
17-12-19,2019,Prius,113737,2,South America,Brazil,Wholesale
17-12-19,2019,Prius,84232,4,Africa,Kenya,Wholesale
18-12-19,2019,Yaris,82971,4,North America,United States,Wholesale
18-12-19,2019,Hilux,70875,1,South America,Colombia,Dealership
19-12-19,2019,Hilux,96945,5,Asia,Thailand,Wholesale
19-12-19,2019,Aqua,78864,3,South America,Argentina,Wholesale
19-12-19,2019,Corolla,35951,4,Africa,South Africa,Wholesale
20-12-19,2019,Corolla,65794,2,Africa,Nigeria,Dealership
21-12-19,2019,Corolla,57664,5,North America,United States,Wholesale
21-12-19,2019,Prius,34206,1,North America,Canada,Wholesale
21-12-19,2019,Land Cruiser,31898,1,South America,Argentina,Dealership
21-12-19,2019,Hilux,58401,2,Europe,Italy,Dealership
22-12-19,2019,Hilux,57774,5,Asia,India,Wholesale
22-12-19,2019,Land Cruiser,88486,2,Europe,Italy,Wholesale
23-12-19,2019,Aqua,111331,4,Europe,Germany,Wholesale
23-12-19,2019,Hilux,114766,5,North America,United States,Wholesale
23-12-19,2019,Corolla,107391,3,South America,Peru,Wholesale
24-12-19,2019,Hilux,63583,3,North America,Canada,Dealership
24-12-19,2019,Corolla,64546,2,South America,Brazil,Dealership
25-12-19,2019,Hilux,107354,3,Africa,Kenya,Dealership
26-12-19,2019,Hilux,74390,2,South America,Chile,Dealership
26-12-19,2019,Land Cruiser,69164,4,South America,Colombia,Dealership
26-12-19,2019,Corolla,41344,4,Africa,South Africa,Dealership
26-12-19,2019,Corolla,102796,2,Europe,Germany,Dealership
27-12-19,2019,Prius,39946,4,Europe,Spain,Dealership
27-12-19,2019,Aqua,36609,3,North America,United States,Dealership
27-12-19,2019,Land Cruiser,110214,4,Africa,Morocco,Dealership
27-12-19,2019,Aqua,56012,3,Europe,Germany,Wholesale
28-12-19,2019,Hilux,39185,3,Asia,South Korea,Wholesale
29-12-19,2019,Land Cruiser,96453,1,South America,Colombia,Wholesale
29-12-19,2019,Aqua,83214,4,Asia,South Korea,Wholesale
29-12-19,2019,Prius,54698,4,Africa,Egypt,Wholesale
30-12-19,2019,Prius,80209,2,South America,Chile,Wholesale
30-12-19,2019,Hilux,54870,2,Europe,Germany,Wholesale
31-12-19,2019,Aqua,37826,5,Africa,Nigeria,Wholesale
01-01-20,2020,Corolla,105596,3,South America,Brazil,Wholesale
01-01-20,2020,Prius,114825,1,North America,Mexico,Wholesale
01-01-20,2020,Hilux,59408,3,Asia,India,Dealership
02-01-20,2020,Aqua,53333,4,Europe,Germany,Dealership
02-01-20,2020,Prius,60589,5,Africa,Nigeria,Wholesale
02-01-20,2020,Corolla,87888,3,South America,Colombia,Dealership
02-01-20,2020,Aqua,45316,5,South America,Chile,Wholesale
03-01-20,2020,Prius,117770,3,Europe,Italy,Dealership
03-01-20,2020,Prius,69687,4,South America,Colombia,Wholesale
03-01-20,2020,Aqua,113576,4,Asia,South Korea,Wholesale
03-01-20,2020,Hilux,86912,3,Europe,Spain,Wholesale
03-01-20,2020,Yaris,60173,1,Africa,Egypt,Dealership
04-01-20,2020,Corolla,42326,4,Europe,Italy,Dealership
04-01-20,2020,Yaris,65930,2,North America,Canada,Wholesale
04-01-20,2020,Aqua,41932,1,South America,Argentina,Wholesale
04-01-20,2020,Hilux,64626,3,North America,United States,Wholesale
05-01-20,2020,Hilux,42857,1,North America,Canada,Dealership
06-01-20,2020,Aqua,48204,2,North America,United States,Dealership
06-01-20,2020,Aqua,94963,4,Europe,Italy,Wholesale
06-01-20,2020,Land Cruiser,77408,4,South America,Chile,Dealership
07-01-20,2020,Corolla,32904,4,Europe,France,Wholesale
07-01-20,2020,Aqua,119059,2,North America,United States,Wholesale
07-01-20,2020,Prius,82657,1,Europe,France,Dealership
07-01-20,2020,Aqua,88568,3,North America,Mexico,Wholesale
08-01-20,2020,Corolla,53570,3,Europe,United Kingdom,Dealership
08-01-20,2020,Yaris,76745,1,Europe,Germany,Wholesale
08-01-20,2020,Land Cruiser,80344,4,South America,Brazil,Wholesale
09-01-20,2020,Yaris,34814,3,North America,Canada,Wholesale
10-01-20,2020,Hilux,101504,4,Africa,Kenya,Dealership
10-01-20,2020,Aqua,91262,5,South America,Chile,Wholesale
10-01-20,2020,Hilux,88103,5,North America,United States,Wholesale
11-01-20,2020,Corolla,56710,3,North America,Mexico,Dealership
11-01-20,2020,Corolla,114258,1,Africa,South Africa,Wholesale
11-01-20,2020,Corolla,88420,1,North America,Mexico,Wholesale
11-01-20,2020,Land Cruiser,93073,1,South America,Colombia,Wholesale
12-01-20,2020,Corolla,42651,4,Africa,Nigeria,Dealership
13-01-20,2020,Land Cruiser,96064,5,Europe,Spain,Wholesale
13-01-20,2020,Prius,68057,4,North America,Mexico,Dealership
13-01-20,2020,Hilux,77278,2,Africa,Egypt,Wholesale
14-01-20,2020,Prius,54520,2,South America,Chile,Wholesale
14-01-20,2020,Hilux,81747,3,Africa,Morocco,Dealership
14-01-20,2020,Aqua,88396,2,Asia,South Korea,Dealership
14-01-20,2020,Hilux,89976,1,Europe,United Kingdom,Wholesale
15-01-20,2020,Aqua,114270,3,Africa,Morocco,Wholesale
15-01-20,2020,Hilux,31785,5,Europe,Spain,Dealership
16-01-20,2020,Hilux,35217,5,Asia,Japan,Wholesale
16-01-20,2020,Corolla,42663,2,Africa,Egypt,Wholesale
17-01-20,2020,Corolla,49689,2,South America,Peru,Dealership
17-01-20,2020,Prius,90510,5,Asia,Japan,Dealership
17-01-20,2020,Hilux,118560,2,Asia,South Korea,Wholesale
17-01-20,2020,Corolla,79939,2,Europe,France,Dealership
18-01-20,2020,Corolla,100942,4,South America,Brazil,Wholesale
18-01-20,2020,Hilux,71119,5,Asia,India,Wholesale
19-01-20,2020,Hilux,46722,5,North America,Mexico,Dealership
20-01-20,2020,Yaris,57572,2,South America,Brazil,Wholesale
22-01-20,2020,Hilux,115977,1,North America,Canada,Dealership
22-01-20,2020,Aqua,99907,4,Asia,India,Wholesale
22-01-20,2020,Corolla,36709,1,North America,Mexico,Wholesale
22-01-20,2020,Aqua,72523,2,South America,Argentina,Wholesale
22-01-20,2020,Hilux,68662,5,Europe,United Kingdom,Dealership
23-01-20,2020,Hilux,73093,1,Africa,Egypt,Wholesale
23-01-20,2020,Corolla,38048,3,Europe,Spain,Wholesale
23-01-20,2020,Hilux,34236,1,Asia,South Korea,Wholesale
24-01-20,2020,Aqua,118060,5,North America,Canada,Wholesale
24-01-20,2020,Aqua,87300,2,South America,Argentina,Dealership
24-01-20,2020,Land Cruiser,40605,1,Africa,South Africa,Dealership
25-01-20,2020,Prius,88398,2,Africa,South Africa,Wholesale
25-01-20,2020,Corolla,107432,4,Africa,Nigeria,Wholesale
26-01-20,2020,Corolla,53471,3,South America,Chile,Wholesale
26-01-20,2020,Corolla,118706,5,Asia,South Korea,Wholesale
26-01-20,2020,Yaris,94994,5,South America,Argentina,Dealership
27-01-20,2020,Prius,31783,2,North America,Canada,Dealership
27-01-20,2020,Hilux,114383,3,North America,Canada,Wholesale
27-01-20,2020,Prius,119230,5,South America,Brazil,Wholesale
27-01-20,2020,Hilux,93565,1,Asia,South Korea,Wholesale
27-01-20,2020,Hilux,71284,5,Europe,Italy,Wholesale
27-01-20,2020,Corolla,93475,1,North America,United States,Wholesale
28-01-20,2020,Land Cruiser,77182,5,Africa,Nigeria,Wholesale
28-01-20,2020,Aqua,43594,1,Africa,Morocco,Wholesale
28-01-20,2020,Corolla,100270,4,South America,Brazil,Dealership
28-01-20,2020,Hilux,62784,2,Asia,Thailand,Dealership
29-01-20,2020,Aqua,66087,4,Africa,Kenya,Wholesale
29-01-20,2020,Hilux,68588,1,Europe,United Kingdom,Wholesale
29-01-20,2020,Aqua,52791,2,North America,Canada,Wholesale
29-01-20,2020,Hilux,116615,3,Asia,South Korea,Wholesale
30-01-20,2020,Aqua,38933,1,Asia,Thailand,Wholesale
30-01-20,2020,Hilux,84576,5,Africa,Egypt,Wholesale
30-01-20,2020,Aqua,70327,5,South America,Peru,Dealership
31-01-20,2020,Prius,103654,3,Europe,Spain,Wholesale
31-01-20,2020,Land Cruiser,66843,4,South America,Brazil,Dealership
01-02-20,2020,Land Cruiser,79060,1,Africa,Morocco,Wholesale
01-02-20,2020,Aqua,104915,5,South America,Colombia,Dealership
01-02-20,2020,Yaris,47673,2,Africa,Morocco,Dealership
02-02-20,2020,Land Cruiser,32822,3,Europe,Spain,Dealership
02-02-20,2020,Land Cruiser,113481,4,Asia,Japan,Wholesale
02-02-20,2020,Land Cruiser,41573,4,South America,Argentina,Dealership
03-02-20,2020,Corolla,106579,2,Africa,Nigeria,Wholesale
03-02-20,2020,Corolla,65377,2,Asia,India,Wholesale
03-02-20,2020,Aqua,49309,3,North America,Canada,Dealership
03-02-20,2020,Aqua,36886,2,Africa,Kenya,Dealership
03-02-20,2020,Aqua,35589,5,South America,Chile,Wholesale
03-02-20,2020,Corolla,31573,4,North America,Canada,Dealership
03-02-20,2020,Prius,66479,2,North America,Canada,Wholesale
03-02-20,2020,Hilux,88241,1,South America,Peru,Dealership
03-02-20,2020,Hilux,37590,2,Africa,South Africa,Wholesale
04-02-20,2020,Prius,42756,4,Africa,Morocco,Dealership
04-02-20,2020,Aqua,114256,5,Africa,Nigeria,Dealership
04-02-20,2020,Prius,46565,2,North America,United States,Wholesale
05-02-20,2020,Corolla,99152,5,Asia,Japan,Wholesale
05-02-20,2020,Aqua,42105,1,Africa,Nigeria,Dealership
05-02-20,2020,Prius,34223,4,Africa,Morocco,Wholesale
06-02-20,2020,Hilux,91323,3,Asia,India,Dealership
06-02-20,2020,Yaris,105927,4,Africa,Egypt,Wholesale
06-02-20,2020,Corolla,118421,3,North America,United States,Wholesale
07-02-20,2020,Yaris,117108,3,South America,Argentina,Dealership
07-02-20,2020,Aqua,39926,4,North America,United States,Wholesale
07-02-20,2020,Corolla,84840,3,South America,Colombia,Wholesale
08-02-20,2020,Prius,69280,5,Asia,South Korea,Wholesale
08-02-20,2020,Prius,80064,1,Asia,Thailand,Wholesale
08-02-20,2020,Land Cruiser,64055,2,Asia,South Korea,Dealership
08-02-20,2020,Prius,50523,3,Africa,Nigeria,Dealership
08-02-20,2020,Land Cruiser,102604,3,South America,Colombia,Wholesale
09-02-20,2020,Land Cruiser,58386,4,Africa,Egypt,Dealership
09-02-20,2020,Aqua,118436,5,Asia,China,Dealership
09-02-20,2020,Aqua,56250,2,Europe,United Kingdom,Wholesale
09-02-20,2020,Aqua,35605,3,Europe,France,Wholesale
09-02-20,2020,Land Cruiser,115991,5,Asia,Thailand,Wholesale
10-02-20,2020,Hilux,98858,2,Asia,India,Wholesale
11-02-20,2020,Land Cruiser,79683,4,South America,Brazil,Wholesale
12-02-20,2020,Corolla,108807,3,Europe,Italy,Dealership
12-02-20,2020,Hilux,76072,4,North America,United States,Wholesale
14-02-20,2020,Land Cruiser,119096,4,Europe,United Kingdom,Wholesale
14-02-20,2020,Aqua,38577,3,Europe,Spain,Wholesale
15-02-20,2020,Land Cruiser,105630,5,Europe,Germany,Wholesale
15-02-20,2020,Corolla,38048,5,Africa,Egypt,Dealership
16-02-20,2020,Land Cruiser,112246,4,South America,Brazil,Wholesale
16-02-20,2020,Aqua,93872,4,North America,Mexico,Dealership
16-02-20,2020,Hilux,46211,1,Europe,United Kingdom,Dealership
16-02-20,2020,Corolla,32587,2,South America,Chile,Wholesale
16-02-20,2020,Corolla,100220,4,Asia,South Korea,Wholesale
16-02-20,2020,Land Cruiser,33877,4,North America,United States,Dealership
18-02-20,2020,Prius,51162,2,North America,United States,Dealership
19-02-20,2020,Yaris,66636,3,Africa,South Africa,Wholesale
19-02-20,2020,Land Cruiser,80157,5,North America,Canada,Dealership
19-02-20,2020,Yaris,94990,3,Asia,South Korea,Dealership
20-02-20,2020,Prius,47673,2,South America,Brazil,Wholesale
20-02-20,2020,Yaris,91895,2,North America,Mexico,Wholesale
20-02-20,2020,Yaris,30327,1,South America,Peru,Dealership
22-02-20,2020,Corolla,45212,1,North America,Canada,Wholesale
23-02-20,2020,Corolla,81318,5,Asia,Thailand,Wholesale
23-02-20,2020,Prius,78484,4,Asia,Thailand,Dealership
23-02-20,2020,Corolla,96556,2,Africa,Egypt,Wholesale
24-02-20,2020,Yaris,94823,1,Europe,Germany,Wholesale
24-02-20,2020,Aqua,106015,3,Europe,United Kingdom,Wholesale
24-02-20,2020,Yaris,82022,1,Africa,South Africa,Dealership
24-02-20,2020,Land Cruiser,36575,3,North America,United States,Wholesale
24-02-20,2020,Yaris,36294,1,North America,United States,Wholesale
25-02-20,2020,Aqua,33005,3,North America,Mexico,Wholesale
25-02-20,2020,Aqua,115380,1,Europe,Italy,Wholesale
26-02-20,2020,Land Cruiser,80622,1,Asia,Japan,Dealership
27-02-20,2020,Hilux,49564,5,North America,Mexico,Wholesale
27-02-20,2020,Corolla,106086,4,North America,United States,Wholesale
27-02-20,2020,Hilux,67210,2,Europe,France,Dealership
27-02-20,2020,Prius,102649,4,Asia,Thailand,Wholesale
27-02-20,2020,Aqua,34655,5,Asia,China,Dealership
27-02-20,2020,Hilux,33372,3,Europe,United Kingdom,Dealership
27-02-20,2020,Land Cruiser,81179,4,North America,United States,Wholesale
27-02-20,2020,Prius,67976,2,Africa,Egypt,Dealership
28-02-20,2020,Yaris,66241,2,Africa,Egypt,Wholesale
28-02-20,2020,Land Cruiser,69840,3,Asia,Thailand,Dealership
28-02-20,2020,Corolla,65120,2,North America,United States,Wholesale
01-03-20,2020,Aqua,109066,5,South America,Colombia,Wholesale
01-03-20,2020,Yaris,71994,4,South America,Peru,Wholesale
01-03-20,2020,Yaris,99890,2,Africa,Nigeria,Wholesale
01-03-20,2020,Prius,58964,4,South America,Colombia,Wholesale
01-03-20,2020,Prius,104089,1,Europe,Germany,Wholesale
01-03-20,2020,Yaris,64426,4,North America,Mexico,Dealership
02-03-20,2020,Prius,63622,3,Africa,Nigeria,Wholesale
02-03-20,2020,Prius,71104,5,South America,Colombia,Wholesale
02-03-20,2020,Land Cruiser,48447,2,North America,United States,Wholesale
02-03-20,2020,Aqua,81332,5,North America,Mexico,Wholesale
03-03-20,2020,Land Cruiser,109048,4,South America,Peru,Dealership
03-03-20,2020,Land Cruiser,85387,2,North America,Mexico,Wholesale
03-03-20,2020,Hilux,55939,5,Asia,Thailand,Dealership
04-03-20,2020,Hilux,51788,3,Asia,Japan,Dealership
05-03-20,2020,Hilux,108488,1,Europe,France,Wholesale
06-03-20,2020,Aqua,47206,1,Europe,France,Wholesale
06-03-20,2020,Hilux,118022,3,Africa,Morocco,Wholesale
07-03-20,2020,Aqua,76123,1,North America,United States,Wholesale
07-03-20,2020,Land Cruiser,56654,3,Europe,United Kingdom,Wholesale
07-03-20,2020,Corolla,65391,4,Africa,South Africa,Wholesale
09-03-20,2020,Hilux,103292,3,Africa,Egypt,Wholesale
09-03-20,2020,Corolla,119086,1,Asia,China,Dealership
09-03-20,2020,Corolla,54486,4,North America,Mexico,Wholesale
09-03-20,2020,Aqua,82545,3,Asia,India,Wholesale
10-03-20,2020,Hilux,81516,3,South America,Colombia,Dealership
10-03-20,2020,Aqua,89424,4,Asia,Japan,Wholesale
12-03-20,2020,Corolla,34015,2,Asia,China,Dealership
13-03-20,2020,Aqua,48059,1,South America,Brazil,Dealership
13-03-20,2020,Yaris,65502,2,Africa,Egypt,Dealership
13-03-20,2020,Prius,64758,4,Asia,Japan,Wholesale
14-03-20,2020,Yaris,108755,4,Africa,Nigeria,Wholesale
14-03-20,2020,Corolla,90217,5,Asia,China,Wholesale
15-03-20,2020,Corolla,39212,5,South America,Brazil,Dealership
15-03-20,2020,Aqua,66380,4,Africa,Morocco,Dealership
15-03-20,2020,Land Cruiser,119439,5,Europe,Italy,Wholesale
16-03-20,2020,Hilux,54204,3,North America,Mexico,Wholesale
16-03-20,2020,Land Cruiser,45770,2,Europe,United Kingdom,Wholesale
16-03-20,2020,Aqua,110221,4,Africa,Kenya,Dealership
16-03-20,2020,Aqua,86035,3,South America,Colombia,Dealership
17-03-20,2020,Hilux,106610,1,Europe,Spain,Wholesale
18-03-20,2020,Prius,43543,1,North America,United States,Wholesale
18-03-20,2020,Aqua,78754,5,South America,Colombia,Wholesale
18-03-20,2020,Hilux,72536,5,South America,Colombia,Dealership
19-03-20,2020,Hilux,89502,3,North America,Mexico,Dealership
19-03-20,2020,Hilux,39415,1,Asia,South Korea,Dealership
19-03-20,2020,Hilux,78436,4,North America,Canada,Wholesale
19-03-20,2020,Land Cruiser,57563,2,Europe,France,Wholesale
19-03-20,2020,Hilux,51663,5,Asia,Thailand,Wholesale
21-03-20,2020,Hilux,97933,3,Europe,Italy,Wholesale
21-03-20,2020,Aqua,64024,5,Africa,Egypt,Wholesale
21-03-20,2020,Prius,89850,3,Africa,Kenya,Wholesale
21-03-20,2020,Hilux,118421,1,North America,Canada,Dealership
21-03-20,2020,Hilux,57011,5,Asia,South Korea,Wholesale
